day,close,short_noise,long_noise,short_gradient,long_gradient,short_rel,long_rel,delta_score,partition_label
1994-11-09,4885.0,0.01628045434061744,0.1793327389262209,-0.004959939562419359,0.0064867331929342785,0.5458122119071646,0.8421145561777726,1.0033872598431934,up
1994-11-10,4992.600098,0.041634517360105906,0.19733948467523577,-0.0028501621749163304,0.006656410118465154,0.7881625601359523,0.8687063370355201,1.0033872598431934,up
1994-11-11,4952.0,0.0350201259838649,0.1800989168436771,-0.001793431489056785,0.006358566492086211,0.8835754389534886,0.8584236661426988,1.0033872598431934,up
1994-11-14,4948.700195,0.03459597396928725,0.17180008539692426,-0.00025666247663017744,0.006411044974731778,0.8787792107558147,0.8575879339524592,1.0033872598431934,up
1994-11-16,4989.600098,0.04216273857989621,0.1738642360075807,0.000944133049105348,0.006491820279874275,0.9382267441860465,0.8650132280744363,1.0033872598431934,up
1994-11-17,4873.700195,0.019304002009112902,0.1396791434346867,-0.0013233804189433775,0.006070329399975282,0.8166539660755597,0.8286874521890538,1.0033872598431934,up
1994-11-18,4712.5,-0.012646513525701536,0.09599344085498444,-0.001786087742140607,0.005465558282017427,0.5680800339244412,0.7720199857244825,1.0033872598431934,up
1994-11-21,4483.5,-0.056981979094549724,0.03795485964043437,-0.003864350466834486,0.004604916738234248,0.21495744333076347,0.7046819804186425,1.0033872598431934,up
1994-11-22,4494.799805,-0.051901223807943056,0.03584553836500589,-0.00285208528236365,0.004561769087969369,0.23238196915959872,0.7024042493975482,1.0033872598431934,up
1994-11-23,4393.0,-0.0703039101615456,0.00811670299836365,-0.0033023563601218262,0.004234273383317512,0.07540462914417904,0.6695436225489588,1.0033872598431934,up
1994-11-24,4573.399902,-0.029363202537796673,0.044824296312202826,-0.002846018735480126,0.004489779304638505,0.35358489437162716,0.7078399251165887,1.0033872598431934,up
1994-11-25,4398.700195,-0.06357876399646913,0.0010764266411941914,-0.0030561879964496174,0.0038324087399809093,0.08419444410177403,0.6489949700531754,1.0033872598431934,up
1994-11-28,4398.799805,-0.06095313154549034,-0.002635619802674288,-0.0027734791247211333,0.003744585449488574,0.08434804471858097,0.6482049043175707,1.0033872598431934,up
1994-11-29,4672.0,-0.0035677111622876173,0.0548647040804543,0.000940157832378851,0.0042127468867763675,0.5056282220508869,0.727827167544585,1.0033872598431934,up
1994-11-30,4656.0,-0.009615414088603655,0.04703922516939115,0.002660848743477079,0.004023658764017812,0.4386256788103461,0.7191011281174994,1.0033872598431934,up
1994-12-01,4652.299805,-0.011318570860654686,0.04211051306745349,0.0009265703207770023,0.003931074326546008,0.43245457408180693,0.7122800485843523,1.0033872598431934,up
1994-12-02,4525.399902,-0.0371546947188812,0.010066988703267398,-0.0011756330164850821,0.00358201266428254,0.22081367638468954,0.6498756312611013,1.0033872598431934,up
1994-12-05,4631.399902,-0.013969740391508634,0.030166044153955903,-0.0006408497385549268,0.0034558423004088542,0.39759817050596974,0.6729138353312428,1.0033872598431934,up
1994-12-06,4573.0,-0.02345418164561149,0.014172600966443924,-0.0030197904226507304,0.002961532899844201,0.3002000843568909,0.651197375765533,1.0033872598431934,up
1994-12-07,4597.200195,-0.01660044117691155,0.016515656590417337,-0.0017143447156423633,0.002974788362657643,0.34056064313718704,0.6601964072399317,1.0033872598431934,up
1994-12-08,4768.700195,0.019494145844908172,0.0508181488667854,0.0005801337805282023,0.0034439300379038567,0.626584612399447,0.7121307000741456,0.9928764801955586,down
1994-12-09,4731.299805,0.009570531269172068,0.039280923472053864,0.0019095588706080971,0.003171206557374456,0.5642090555495535,0.6959166314886976,0.9928764801955586,down
1994-12-12,4813.200195,0.025763907015277258,0.05395079258552349,0.0012504139574890073,0.00315046303705548,0.7008007443654561,0.7278578143090888,0.9928764801955586,down
1994-12-13,4835.200195,0.030220577584188744,0.05527743971525418,0.00022505248978641802,0.003307862560987021,0.7374918657868539,0.7289971454949916,0.9928764801955586,down
1994-12-14,4976.899902,0.058654485306876725,0.08249954137886302,0.0016602147460012674,0.0034214451230021323,0.9738155546465574,0.7843849352590838,1.0033872598431934,up
1994-12-15,4842.700195,0.03047925698079709,0.05007108389943818,-0.0003599098167345316,0.0030849141156074223,0.7500002026350576,0.7302088011947591,0.9928764801955586,down
1994-12-16,4917.700195,0.047106073431529796,0.06286055407117548,-0.0006375186840684073,0.0032678037224984587,0.879483923584606,0.7529358585773775,0.9928764801955586,down
1994-12-19,4922.899902,0.04847308663072867,0.060892980506539116,-0.00024784666120344006,0.002913945319849452,0.8881994886966985,0.7551011401681985,0.9928764801955586,down
1994-12-20,4799.100098,0.02341066041662673,0.031437774998273015,-0.0012744656896081133,0.002691529565212614,0.6806906324041535,0.7035479590854085,0.9928764801955586,down
1994-12-21,4495.200195,-0.037336371056641955,-0.03614379539518646,-0.004217241740383843,0.0023514315139623737,0.17503033422327982,0.5769968158347999,0.9928764801955586,down
1994-12-22,4221.200195,-0.09093333013156517,-0.09647947613503939,-0.005589410843897046,0.001754118892269611,0.0,0.4628967029082524,0.9928764801955586,down
1994-12-23,4351.399902,-0.059969780997318506,-0.07053908970034937,-0.0031106230305480488,0.0020743383369715537,0.17229027058495314,0.517114955724688,0.9928764801955586,down
1994-12-26,4278.299805,-0.07411980581255592,-0.08797468798891744,-0.001773170828602374,0.001997078122901561,0.07555859751047822,0.42367560359072837,0.9974146015181653,down
1994-12-27,4113.700195,-0.10679463753177401,-0.12417084314394618,-0.0032989981721167415,0.0012647230735227607,0.0,0.28247926706530174,0.9974146015181653,down
1994-12-28,4195.299805,-0.08751016014788106,-0.10775783977673178,-0.001717061195170817,0.001075938440901326,0.09453155433010281,0.3241381681218316,0.9974146015181653,down
1994-12-29,4353.899902,-0.05120228475191583,-0.07485447371958447,-0.0019096753906247643,0.0008940924882431312,0.2782666688277732,0.4056094276852426,0.999176727065699,down
1995-01-02,4301.0,-0.06193129412949103,-0.08714677389389958,-0.0008516293335334076,0.001152187596700484,0.21698316563492498,0.3784352851201154,0.9928764801955586,down
1995-01-03,4098.0,-0.10385487115130304,-0.13099490731127295,-0.0026242351434777825,0.0008780032414398398,0.0,0.2741562461774571,0.9928764801955586,down
1995-01-04,3967.899902,-0.1269278508054465,-0.15915911300180335,-0.006158866501167333,0.0006846858519579766,0.0,0.12199140938833576,0.999176727065699,down
