day,close,short_noise,long_noise,short_gradient,long_gradient,short_rel,long_rel,delta_score,partition_label
1995-03-31,2979.0,-0.0487807273982114,-0.08940908133856662,-6.705336497318341e-05,-0.00654347736477074,0.21684570415260754,0.4058412020397072,1.0075944735822748,up
1995-04-03,2893.5,-0.07677139891313312,-0.10836885029835462,0.0007471781725209277,-0.00804706712768587,0.0,0.38923820743875487,1.0075944735822748,up
1995-04-04,3125.100098,-0.006646486099810205,-0.03130952074598352,0.003796931174333437,-0.005875797827860355,0.48370942835889247,0.5329732913853631,1.0075944735822748,up
1995-04-05,3180.300049,0.005262916052995501,-0.010339405102224438,0.005607106984736315,-0.0039000545197972196,0.5989975347725992,0.562786929516608,1.0075944735822748,up
1995-04-06,3254.600098,0.02521619532916594,0.016626652881602713,0.003445387421360802,-0.0037821380735137463,0.7541772369367481,0.6029165806103158,1.0075944735822748,up
1995-04-07,3203.0,0.014015116894434408,0.003992776440223053,-0.004983381889687591,-0.0034703870747301675,0.646407619728543,0.5750472325141776,1.0075944735822748,up
1995-04-10,3114.100098,-0.0060039822701776204,-0.019409000389213907,-0.008174169637696025,-0.004552603840494888,0.6088878503022226,0.5270321625708884,1.0075944735822748,up
1995-04-11,3017.800049,-0.029368528065156423,-0.04426079915498701,-0.0075967709699386494,-0.005725282460713545,0.3442260184598454,0.47502025384823104,1.0075944735822748,up
1995-04-12,3020.800049,-0.022828064609956622,-0.038661646948149005,-0.005705809702548469,-0.00483601874210962,0.35253396414198696,0.47664056170672414,1.0075944735822748,up
1995-04-17,3113.100098,0.007433358369823566,-0.0063307768038468526,-0.00040111348117860004,-0.0029761762796522593,0.6081418953256555,0.5264920599513906,1.0075944735822748,up
1995-04-18,3193.899902,0.026442771525403228,0.023977305076895213,0.006954396684009334,-0.004411839490619797,0.8319020229122182,0.5701322457466919,1.0075944735822748,up
1995-04-19,3330.699951,0.05557559870614187,0.0723680028204115,0.01405055709899367,-0.0042262034680758745,1.0,0.6602070754944024,1.0075944735822748,up
1995-04-20,3384.3000490000004,0.06382377187367476,0.09324093481446347,0.008214643993352717,-0.0033072210449043124,1.0,0.6898843371978284,1.0075944735822748,up
1995-04-24,3512.899902,0.09282253044954765,0.13795530803556427,0.010454972225280116,-0.0027877756495724173,1.0,0.8126514058527933,1.0075944735822748,up
1995-04-25,3699.100098,0.13505189546175153,0.1992878041983964,0.01382788090569459,-0.0008467688072511465,1.0,1.0,1.0075944735822748,up
1995-04-26,3825.899902,0.15194230223197425,0.23888340110031597,0.01911339773774469,0.0012222743105201402,1.0,1.0,1.0075944735822748,up
1995-04-27,3851.100098,0.13435801508214906,0.24466726519712853,0.022190373467459393,0.0019092129784092245,1.0,1.0,1.0100422631349595,up
